Id,Review,Label
26974,Great Course!!,5
26975,"Very clear, useful information and resources from instructor.",5
26976,"This was a good course. The most valuable parts were the practical tips: using the Chrome developer tools, showing console.log(), etc. The first two assignments were challenging and fun. The last two on javascript were a bit less useful, but overall a very good course.",4
26977,I'm in the first week but I find it to be fun and very informative. Everything has been explained in great detail. Very happy for this introductory class. Thank you.,5
26978,Very well done. Yaakov explains the concepts well and demonstrates everything with good examples.,5
26979,The instructor is great and I had fun watching Yaakov. I've also learnt a lot of stuff. I wish course would be a bit longer and contained a bit more challenging assignments. Especially those ones which are in the middle of week.,4
26980,This is the best course ever. I learned so much! Thanks to Johns Hopkins University and Yaakov Chalkin.,5
26981,"This course, HTML CSS JS, benefits me effectively in many ways:HTML: I learned most updated HTML here with a little over 60 minute lectures; wohich otherwise may take me weeks to read two or three books with many redundant chapters.CSS: I have to admit I need more time to be proficient about it. Styling, floating, DOM traversing, ..lots of CSS features that I learned are essential and with just about two hours of lecture.Javascript: A language I am familiar and strange to it until I went through all the lectures. Two ways of function definition; object data type; used to confuse me and now they become clear and dynamically typed Javascript has become one of the language I can write.",5
26982,Great course!,5
26983,"I wasn't being fair on my review, it was my mistake that I didn't see this is a part of a bigger course. I feel like it doesn't deserve 5 stars because the way the exercises were made didn't help me retain information. I feel like the students should do more.",4
26984,"This is the best course I have encountered so far. The instructor, Yaakov clearly explains the theory, and demonstrated them through actually developing a restaurant website. Even for an experienced web developer, there is something to learn from this course. I strongly recommend this course to anyone who would like to enhance their web development skills. Thanks to the Yaakov and Coursera to sharing this course.",5
